"video_id","movimiento","camara","archivo","resultado","label","codigos","criterios","etiquetador","timestamp"
"dl_001","1","2","dl_001_cam2.mp4","valido","1","","","Francisco","2026-06-30 19:44"
"dl_002","2","2","dl_002_cam2.mp4","valido","1","","","Francisco","2026-06-30 19:44"
"dl_003","3","2","dl_003_cam2.mp4","valido","1","","","Francisco","2026-06-30 19:47"
"dl_004","4","2","dl_004_cam2.mp4","valido","1","","","Francisco","2026-06-30 19:47"
"dl_005","5","2","dl_005_cam2.mp4","valido","1","","","Francisco","2026-06-30 19:48"
"dl_006","6","2","dl_006_cam2.mp4","valido","1","","","Francisco","2026-06-30 19:48"
"dl_007","7","2","dl_007_cam2.mp4","valido","1","","","Francisco","2026-06-30 19:48"
"dl_008","8","2","dl_008_cam2.mp4","valido","1","","","Francisco","2026-06-30 19:48"
"dl_009","9","2","dl_009_cam2.mp4","valido","1","","","Francisco","2026-06-30 19:48"
"dl_010","10","2","dl_010_cam2.mp4","valido","1","","","Francisco","2026-06-30 19:49"
"dl_011","11","2","dl_011_cam2.mp4","valido","1","","","Francisco","2026-06-30 19:49"
"dl_012","12","2","dl_012_cam2.mp4","valido","1","","","Francisco","2026-06-30 19:49"
"dl_013","13","2","dl_013_cam2.mp4","valido","1","","","Francisco","2026-06-30 19:49"
"dl_014","14","2","dl_014_cam2.mp4","valido","1","","","Francisco","2026-06-30 19:50"
"dl_015","15","2","dl_015_cam2.mp4","valido","1","","","Francisco","2026-06-30 19:50"
"dl_016","16","2","dl_016_cam2.mp4","valido","1","","","Francisco","2026-06-30 19:50"
"dl_017","17","2","dl_017_cam2.mp4","valido","1","","","Francisco","2026-06-30 19:50"
"dl_018","18","2","dl_018_cam2.mp4","valido","1","","","Francisco","2026-06-30 19:51"
"dl_019","19","2","dl_019_cam2.mp4","valido","1","","","Francisco","2026-06-30 19:51"
"dl_020","20","2","dl_020_cam2.mp4","valido","1","","","Francisco","2026-06-30 19:51"
"dl_021","21","2","dl_021_cam2.mp4","valido","1","","","Francisco","2026-06-30 19:51"
