video_id,movimiento,camara,archivo,resultado,label,codigos,criterios,etiquetador,timestamp
"dl_001","DEADLIFT","3","dl_001_cam3.mp4","valido","1","","","Francisco","2026-06-30 00:50"
"dl_002","DEADLIFT","3","dl_002_cam3.mp4","valido","1","","","Francisco","2026-06-30 00:50"
"dl_003","DEADLIFT","3","dl_003_cam3.mp4","valido","1","","","Francisco","2026-06-30 00:50"
"dl_004","DEADLIFT","3","dl_004_cam3.mp4","valido","1","","","Francisco","2026-06-30 00:50"
"dl_005","DEADLIFT","3","dl_005_cam3.mp4","valido","1","","","Francisco","2026-06-30 00:50"
"dl_006","DEADLIFT","3","dl_006_cam3.mp4","valido","1","","","Francisco","2026-06-30 00:50"
"dl_007","DEADLIFT","3","dl_007_cam3.mp4","valido","1","","","Francisco","2026-06-30 00:50"
"dl_008","DEADLIFT","3","dl_008_cam3.mp4","valido","1","","","Francisco","2026-06-30 00:50"
"dl_009","DEADLIFT","3","dl_009_cam3.mp4","valido","1","","","Francisco","2026-06-30 00:50"
"dl_010","DEADLIFT","3","dl_010_cam3.mp4","valido","1","","","Francisco","2026-06-30 00:50"
"dl_011","DEADLIFT","3","dl_011_cam3.mp4","valido","1","","","Francisco","2026-06-30 00:50"
"dl_012","DEADLIFT","3","dl_012_cam3.mp4","valido","1","","","Francisco","2026-06-30 00:50"
"dl_013","DEADLIFT","3","dl_013_cam3.mp4","valido","1","","","Francisco","2026-06-30 00:50"
"dl_014","DEADLIFT","3","dl_014_cam3.mp4","valido","1","","","Francisco","2026-06-30 00:50"
"dl_015","DEADLIFT","3","dl_015_cam3.mp4","valido","1","","","Francisco","2026-06-30 00:50"
"dl_016","DEADLIFT","3","dl_016_cam3.mp4","valido","1","","","Francisco","2026-06-30 00:50"
"dl_017","DEADLIFT","3","dl_017_cam3.mp4","valido","1","","","Francisco","2026-06-30 00:50"
"dl_018","DEADLIFT","3","dl_018_cam3.mp4","valido","1","","","Francisco","2026-06-30 00:50"
"dl_019","DEADLIFT","3","dl_019_cam3.mp4","valido","1","","","Francisco","2026-06-30 00:50"
"dl_020","DEADLIFT","3","dl_020_cam3.mp4","valido","1","","","Francisco","2026-06-30 00:50"
"dl_021","DEADLIFT","3","dl_021_cam3.mp4","valido","1","","","Francisco","2026-06-30 00:50"
"dl_022","DEADLIFT","3","dl_022_cam3.mp4","valido","1","","","Francisco","2026-06-30 00:50"
